Date,SP Returns,3-month T.Bill,US T. Bond (10-year), Baa Corporate Bond
2011-12-31,0.0,0.0005,0.16035334999461354,0.12255951527540701
2012-12-31,0.1341,0.0009,0.02971571978018946,0.09399851852097942
2013-12-31,0.296,0.0006,-0.09104568794347262,-0.011252505764346693
2014-12-31,0.1139,0.0003,0.10746180452004755,0.10746402616714908
2015-12-31,-0.0073,0.0005,0.012842996709792224,-0.015008531794429583
2016-12-31,0.0954,0.0032,0.006905504698747792,0.11524473910506201
2017-12-31,0.1942,0.0095,0.028017162707789457,0.09151286197305152
2018-12-31,-0.0624,0.0197,-0.00016692385713402633,-0.03182724635549278
2019-12-31,0.2888,0.021099999999999997,0.09635630741548393,0.15247765775278477
2020-12-31,0.1626,0.0036,0.1133189764661412,0.10601187472880443
2021-12-31,0.2689,0.0004,-0.04416034448604475,0.01016099565776583
2022-12-31,-0.1944,0.0209,-0.1782817153825067,-0.15228134867768467
2023-12-31,0.2423,0.0528,0.0388,0.08735672201365843
2024-12-31,0.2331,0.0518,-0.016371801436629807,0.01736355603778511
2025-12-31,0.1639,0.0421,0.07795480870767396,0.06962732084784812
